Radiotherapy,Gender,Marital status,Race,Pathologic grade,Histologic type,T staging,N staging,Chemotherapy,RNE,CEA,Tumor size (cm),HR Total
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,NOS,>5cm,2.1520978719999997
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,NOS,NOS,2.42628816
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Negative,≤5cm,1.09416
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Negative,>5cm,1.19372856
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Negative,NOS,1.3458168
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Positive,≤5cm,1.61716848
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Positive,>5cm,1.7643308116799998
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Positive,NOS,1.9891172303999998
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,NOS,≤5cm,1.39067736
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,NOS,>5cm,1.51722899976
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,NOS,NOS,1.7105331527999998
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Negative,≤5cm,2.301616
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Negative,>5cm,2.5110630560000002
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Negative,NOS,2.8309876800000002
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Positive,≤5cm,3.401788448
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Positive,>5cm,3.7113511967679997
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Positive,NOS,4.18419979104
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,NOS,≤5cm,2.925353936
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,NOS,>5cm,3.191561144176
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,NOS,NOS,3.59818534128
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Negative,≤5cm,1.1857280000000001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Negative,>5cm,1.293629248
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Negative,NOS,1.4584454400000002
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Positive,≤5cm,1.7525059840000001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Positive,>5cm,1.9119840285440002
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Positive,NOS,2.15558236032
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,NOS,≤5cm,1.5070602880000001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,NOS,>5cm,1.644202774208
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,NOS,NOS,1.8536841542400002
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,≤5cm,0.83593824
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,>5cm,0.91200861984
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,NOS,1.0282040352000001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,≤5cm,1.23551671872
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,>5cm,1.34794874012352
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,NOS,1.5196855640256
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,≤5cm,1.06247750304
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,>5cm,1.1591629558166399
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,NOS,1.3068473287392
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,≤5cm,1.7584346240000004
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,>5cm,1.9184521747840004
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,NOS,2.1628745875200006
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,≤5cm,2.5989663742720004
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,>5cm,2.8354723143307523
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,NOS,3.1967286403545603
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,≤5cm,2.2349704071040004
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,>5cm,2.438352714150464
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,NOS,2.7490136007379204
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Negative,≤5cm,2.968976
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Negative,>5cm,3.239152816
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Negative,NOS,3.65184048
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Positive,≤5cm,4.388146528
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Positive,>5cm,4.787467862048
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Positive,NOS,5.39742022944
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,NOS,≤5cm,3.7735684959999998
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,NOS,>5cm,4.116963229135999
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,NOS,NOS,4.641489250079999
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Negative,≤5cm,2.09312808
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Negative,>5cm,2.28360273528
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Negative,NOS,2.5745475384
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Positive,≤5cm,3.09364330224
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Positive,>5cm,3.37516484274384
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Positive,NOS,3.8051812617552
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,NOS,≤5cm,2.6603657896799997
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,NOS,>5cm,2.9024590765408798
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,NOS,NOS,3.2722499213063996
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Negative,≤5cm,4.402991408
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Negative,>5cm,4.803663626128
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Negative,NOS,5.41567943184
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Positive,≤5cm,6.507621301024
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Positive,>5cm,7.099814839417184
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Positive,NOS,8.00437420025952
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,NOS,≤5cm,5.596202079568
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,NOS,>5cm,6.105456468808688
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,NOS,NOS,6.88332855786864
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Negative,≤5cm,2.268297664
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Negative,>5cm,2.4747127514239997
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Negative,NOS,2.79000612672
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Positive,≤5cm,3.352543947392
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Positive,>5cm,3.657625446604672
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Positive,NOS,4.1236290552921595
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,NOS,≤5cm,2.8830063309439997
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,NOS,>5cm,3.1453599070599036
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,NOS,NOS,3.5460977870611194
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,≤5cm,1.59914985312
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,>5cm,1.7446724897539199
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,NOS,1.9669543193375998
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,≤5cm,2.3635434829113597
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,>5cm,2.5786259398562934
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,NOS,2.9071584839809725
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,≤5cm,2.03251946331552
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,>5cm,2.217478734477232
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,NOS,2.4999989398780893
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,≤5cm,3.363885435712
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,>5cm,3.669999010361792
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,NOS,4.13757908592576
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,≤5cm,4.971822673982336
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,>5cm,5.424258537314729
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,NOS,6.115341888998273
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,NOS,≤5cm,4.275498388789952
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,NOS,>5cm,4.664568742169838
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,NOS,NOS,5.258863018211641
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,Negative,≤5cm,3.0589920000000004
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,Negative,>5cm,3.337360272
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,Negative,NOS,3.7625601600000005
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,Positive,≤5cm,4.521190176
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,Positive,>5cm,4.932618482016
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,Positive,NOS,5.56106391648
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,NOS,≤5cm,3.8879788320000004
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,NOS,>5cm,4.2417849057120005
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,<12,NOS,NOS,4.78221396336
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,Negative,≤5cm,2.1565893600000003
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,Negative,>5cm,2.35283899176
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,Negative,NOS,2.6526049128
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,Positive,≤5cm,3.1874390740800003
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,Positive,>5cm,3.47749602982128
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,Positive,NOS,3.9205500611184
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,NOS,≤5cm,2.74102507656
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,NOS,>5cm,2.99045835852696
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,≥12,NOS,NOS,3.3714608441688
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,Negative,≤5cm,4.5364851360000005
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,Negative,>5cm,4.949305283376001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,Negative,NOS,5.57987671728
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,Positive,≤5cm,6.704925031008001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,Positive,>5cm,7.315073208829729
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,Positive,NOS,8.247057788139841
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,NOS,≤5cm,5.765872607856
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,NOS,>5cm,6.290567015170896
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,No,NOS,NOS,NOS,7.09202330766288
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,Negative,≤5cm,2.3370698880000003
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,Negative,>5cm,2.549743247808
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,Negative,NOS,2.8745959622400004
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,Positive,≤5cm,3.4541892944640002
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,Positive,>5cm,3.7685205202602243
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,Positive,NOS,4.248652832190721
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,NOS,≤5cm,2.970415827648
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,NOS,>5cm,3.2407236679639677
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,<12,NOS,NOS,3.65361146800704
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,Negative,≤5cm,1.64763427104
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,Negative,>5cm,1.79756898970464
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,Negative,NOS,2.0265901533792
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,Positive,≤5cm,2.4352034525971202
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,Positive,>5cm,2.656806966783458
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,Positive,NOS,2.995300246694458
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,NOS,≤5cm,2.09414315849184
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,NOS,>5cm,2.2847101859145975
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,≥12,NOS,NOS,2.575796084944963
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,Negative,≤5cm,3.4658746439040007
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,Negative,>5cm,3.7812692364992646
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,Negative,NOS,4.263025812001921
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,Positive,≤5cm,5.122562723690113
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,Positive,>5cm,5.588715931545913
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,Positive,NOS,6.300752150138838
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,NOS,≤5cm,4.405126672401985
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,NOS,>5cm,4.805993199590565
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N0,Yes,NOS,NOS,NOS,5.418305807054441
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,Negative,≤5cm,5.851851696000001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,Negative,>5cm,6.384370200336001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,Negative,NOS,7.197777586080001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,Positive,≤5cm,8.649036806688
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,Positive,>5cm,9.436099156096608
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,Positive,NOS,10.63831527222624
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,NOS,≤5cm,7.437703505616001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,NOS,>5cm,8.114534524627057
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,<12,NOS,NOS,9.14837531190768
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,Negative,≤5cm,4.12555544568
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,Negative,>5cm,4.5009809912368794
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,Negative,NOS,5.0744331981864
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,Positive,≤5cm,6.09757094871504
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,Positive,>5cm,6.652449905048108
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,Positive,NOS,7.500012266919499
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,NOS,≤5cm,5.24358097145928
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,NOS,>5cm,5.720746839862074
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,≥12,NOS,NOS,6.449604594894914
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,Negative,≤5cm,8.678296065168002
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,Negative,>5cm,9.46802100709829
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,Negative,NOS,10.674304160156643
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,Positive,≤5cm,12.826521584318307
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,Positive,>5cm,13.993735048491272
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,Positive,NOS,15.776621548711518
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,NOS,≤5cm,11.03011429882853
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,NOS,>5cm,12.033854700021925
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,No,NOS,NOS,NOS,13.567040587559092
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,Negative,≤5cm,4.470814695744001
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,Negative,>5cm,4.877658833056705
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,Negative,NOS,5.499102075765121
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,Positive,≤5cm,6.6078641203096335
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,Positive,>5cm,7.20917975525781
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,Positive,NOS,8.127672867980849
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,NOS,≤5cm,5.682405478290625
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,NOS,>5cm,6.199504376815072
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,<12,NOS,NOS,6.989358738297469
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,Negative,≤5cm,3.1519243604995206
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,Negative,>5cm,3.438749477304977
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,Negative,NOS,3.87686696341441
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,Positive,≤5cm,4.658544204818291
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,Positive,>5cm,5.082471727456755
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,Positive,NOS,5.730009371926498
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,NOS,≤5cm,4.006095862194891
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,NOS,>5cm,4.370650585654626
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,≥12,NOS,NOS,4.927497910499715
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,Negative,≤5cm,6.6302181937883535
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,Negative,>5cm,7.233568049423093
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,Negative,NOS,8.155168378359674
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,Positive,≤5cm,9.799462490419186
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,Positive,>5cm,10.691213577047332
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,Positive,NOS,12.053338863215599
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,NOS,≤5cm,8.427007324304997
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,NOS,>5cm,9.193864990816751
Non-RT,Female,Married,White,Grade I/II,MCC/SRCC,T3-4,N+,Yes,NOS,NOS,NOS,10.365219008895146
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,Negative,≤5cm,1.662
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,Negative,>5cm,1.8132419999999998
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,Negative,NOS,2.04426
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,Positive,≤5cm,2.456436
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,Positive,>5cm,2.679971676
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,Positive,NOS,3.02141628
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,NOS,≤5cm,2.112402
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,NOS,>5cm,2.3046305819999997
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,<12,NOS,NOS,2.5982544599999997
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,≥12,Negative,≤5cm,1.1717099999999998
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,≥12,Negative,>5cm,1.2783356099999998
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,≥12,Negative,NOS,1.4412032999999997
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,≥12,Positive,≤5cm,1.7317873799999997
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,≥12,Positive,>5cm,1.8893800315799996
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,≥12,Positive,NOS,2.1300984773999994
Non-RT,Female,Married,White,Grade III/IV,Adenocarcinomas,T1-2,N0,No,≥12,NOS,≤5cm,1.4892434099999996
